stage,keybuilder,yaml_id,v0,v1,rs,normalizer,n,success_rate
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@44_vision_1@38_robot_state@19,0.4400,0.3800,0.1900,zscore,100,0.6700
baseline,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@50_robot_state@37,0.1200,0.5000,0.3700,zscore,100,0.6600
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@50_robot_state@50,0.5000,0.0000,0.5000,zscore,100,0.6600
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@12_robot_state@75,0.1200,0.1200,0.7500,zscore,100,0.6600
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@37_robot_state@62,0.3700,0.0000,0.6200,zscore,100,0.6600
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@50_robot_state@50,0.0000,0.5000,0.5000,zscore,100,0.6600
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@37_vision_1@62,0.3700,0.6200,0.0000,zscore,100,0.6600
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@37_vision_1@12_robot_state@50,0.3700,0.1200,0.5000,zscore,100,0.6600
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@31_robot_state@56,0.1200,0.3100,0.5600,zscore,100,0.6600
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@38_robot_state@44,0.1900,0.3800,0.4400,zscore,100,0.6600
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@50_vision_1@6_robot_state@44,0.5000,0.0600,0.4400,zscore,100,0.6600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@31_robot_state@56,0.1200,0.3100,0.5600,zscore,100,0.6600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@50_robot_state@38,0.1200,0.5000,0.3800,zscore,100,0.6600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@56_robot_state@31,0.1200,0.5600,0.3100,zscore,100,0.6600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@38_robot_state@44,0.1900,0.3800,0.4400,zscore,100,0.6600
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@38_robot_state@19,0.4400,0.3800,0.1900,zscore,100,0.6600
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@56_robot_state@25,0.1900,0.5600,0.2500,zscore,100,0.6600
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@31_robot_state@56,0.1200,0.3100,0.5600,zscore,100,0.6600
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@38_robot_state@44,0.1900,0.3800,0.4400,zscore,100,0.6600
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@56_robot_state@25,0.1900,0.5600,0.2500,zscore,100,0.6600
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@62_robot_state@31,0.0600,0.6200,0.3100,zscore,100,0.6600
baseline,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@12_robot_state@75,0.1200,0.1200,0.7500,zscore,100,0.6500
baseline,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@12_robot_state@62,0.2500,0.1200,0.6200,zscore,100,0.6500
baseline,cp1_max_pool,cp1_max_pool__grid3_vision_0@50_vision_1@12_robot_state@37,0.5000,0.1200,0.3700,zscore,100,0.6500
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@62_robot_state@37,0.6200,0.0000,0.3700,zscore,100,0.6500
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@62_vision_1@37,0.6200,0.3700,0.0000,zscore,100,0.6500
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@25_vision_1@12_robot_state@62,0.2500,0.1200,0.6200,zscore,100,0.6500
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@37_vision_1@12_robot_state@50,0.3700,0.1200,0.5000,zscore,100,0.6500
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@25_robot_state@75,0.0000,0.2500,0.7500,zscore,100,0.6500
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@37_robot_state@62,0.0000,0.3700,0.6200,zscore,100,0.6500
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@12_robot_state@87,0.1200,0.0000,0.8700,zscore,100,0.6500
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@25_vision_1@75,0.2500,0.7500,0.0000,zscore,100,0.6500
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@50_robot_state@50,0.0000,0.5000,0.5000,zscore,100,0.6500
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@87_robot_state@12,0.0000,0.8700,0.1200,zscore,100,0.6500
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@12_vision_1@25_robot_state@62,0.1200,0.2500,0.6200,zscore,100,0.6500
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@50_vision_1@12_robot_state@37,0.5000,0.1200,0.3700,zscore,100,0.6500
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@87_robot_state@12,0.8700,0.0000,0.1200,zscore,100,0.6500
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@75_robot_state@25,0.0000,0.7500,0.2500,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@44_robot_state@44,0.1200,0.4400,0.4400,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@50_robot_state@38,0.1200,0.5000,0.3800,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@50_robot_state@31,0.1900,0.5000,0.3100,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@12_robot_state@62,0.2500,0.1200,0.6200,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@44_robot_state@31,0.2500,0.4400,0.3100,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@6_robot_state@69,0.2500,0.0600,0.6900,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@12_robot_state@56,0.3100,0.1200,0.5600,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@50_robot_state@19,0.3100,0.5000,0.1900,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@12_robot_state@44,0.4400,0.1200,0.4400,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@50_vision_1@12_robot_state@38,0.5000,0.1200,0.3800,zscore,100,0.6500
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@50_vision_1@25_robot_state@25,0.5000,0.2500,0.2500,zscore,100,0.6500
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@6_robot_state@62,0.3100,0.0600,0.6200,zscore,100,0.6500
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@38_vision_1@6_robot_state@56,0.3800,0.0600,0.5600,zscore,100,0.6500
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@50_vision_1@6_robot_state@44,0.5000,0.0600,0.4400,zscore,100,0.6500
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@50_robot_state@31,0.1900,0.5000,0.3100,zscore,100,0.6500
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@56_robot_state@25,0.1900,0.5600,0.2500,zscore,100,0.6500
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@44_robot_state@31,0.2500,0.4400,0.3100,zscore,100,0.6500
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@50_robot_state@19,0.3100,0.5000,0.1900,zscore,100,0.6500
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@62_robot_state@31,0.0600,0.6200,0.3100,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@44_robot_state@44,0.1200,0.4400,0.4400,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@50_robot_state@38,0.1200,0.5000,0.3800,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@50_robot_state@31,0.1900,0.5000,0.3100,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@44_robot_state@31,0.2500,0.4400,0.3100,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@50_robot_state@19,0.3100,0.5000,0.1900,zscore,100,0.6500
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@38_robot_state@25,0.3800,0.3800,0.2500,zscore,100,0.6500
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@31_vision_1@56_robot_state@12,0.3100,0.5600,0.1200,zscore,100,0.6500
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@38_vision_1@56_robot_state@6,0.3800,0.5600,0.0600,zscore,100,0.6500
baseline,cp1_max_pool,cp1_max_pool__grid3_vision_0@37_vision_1@12_robot_state@50,0.3700,0.1200,0.5000,zscore,100,0.6400
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@12_robot_state@87,0.1200,0.0000,0.8700,zscore,100,0.6400
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@87_robot_state@12,0.8700,0.0000,0.1200,zscore,100,0.6400
baseline,cp1_max_pool,cp1_max_pool__grid_vision_1@12_robot_state@87,0.0000,0.1200,0.8700,zscore,100,0.6400
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@62_robot_state@37,0.0000,0.6200,0.3700,zscore,100,0.6400
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@12_vision_1@87,0.1200,0.8700,0.0000,zscore,100,0.6400
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@87_robot_state@12,0.8700,0.0000,0.1200,zscore,100,0.6400
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@25_robot_state@75,0.0000,0.2500,0.7500,zscore,100,0.6400
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@37_robot_state@62,0.0000,0.3700,0.6200,zscore,100,0.6400
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@25_vision_1@37_robot_state@37,0.2500,0.3700,0.3700,zscore,100,0.6400
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@75_vision_1@25,0.7500,0.2500,0.0000,zscore,100,0.6400
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@12_robot_state@87,0.0000,0.1200,0.8700,zscore,100,0.6400
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@44_robot_state@38,0.1900,0.4400,0.3800,zscore,100,0.6400
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@12_robot_state@50,0.3800,0.1200,0.5000,zscore,100,0.6400
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@38_robot_state@25,0.3800,0.3800,0.2500,zscore,100,0.6400
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@25_vision_1@6_robot_state@69,0.2500,0.0600,0.6900,zscore,100,0.6400
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@38_vision_1@44_robot_state@19,0.3800,0.4400,0.1900,zscore,100,0.6400
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@44_robot_state@44,0.1200,0.4400,0.4400,zscore,100,0.6400
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@38_robot_state@25,0.3800,0.3800,0.2500,zscore,100,0.6400
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@38_vision_1@44_robot_state@19,0.3800,0.4400,0.1900,zscore,100,0.6400
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@44_vision_1@44_robot_state@12,0.4400,0.4400,0.1200,zscore,100,0.6400
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@56_robot_state@38,0.0600,0.5600,0.3800,zscore,100,0.6400
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@44_robot_state@38,0.1900,0.4400,0.3800,zscore,100,0.6400
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@56_robot_state@25,0.1900,0.5600,0.2500,zscore,100,0.6400
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@56_robot_state@6,0.3800,0.5600,0.0600,zscore,100,0.6400
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@38_vision_1@44_robot_state@19,0.3800,0.4400,0.1900,zscore,100,0.6400
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@44_vision_1@44_robot_state@12,0.4400,0.4400,0.1200,zscore,100,0.6400
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@44_vision_1@50_robot_state@6,0.4400,0.5000,0.0600,zscore,100,0.6400
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@56_robot_state@38,0.0600,0.5600,0.3800,zscore,100,0.6400
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@75_robot_state@25,0.7500,0.0000,0.2500,zscore,100,0.6300
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@75_vision_1@25,0.7500,0.2500,0.0000,zscore,100,0.6300
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@87_vision_1@12,0.8700,0.1200,0.0000,zscore,100,0.6300
baseline,cp1_max_pool,cp1_max_pool__grid_vision_1@75_robot_state@25,0.0000,0.7500,0.2500,zscore,100,0.6300
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@25_robot_state@62,0.1200,0.2500,0.6200,zscore,100,0.6300
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@25_vision_1@75,0.2500,0.7500,0.0000,zscore,100,0.6300
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@75_robot_state@25,0.7500,0.0000,0.2500,zscore,100,0.6300
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@25_robot_state@75,0.0000,0.2500,0.7500,zscore,100,0.6300
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@50_robot_state@50,0.0000,0.5000,0.5000,zscore,100,0.6300
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@62_robot_state@37,0.0000,0.6200,0.3700,zscore,100,0.6300
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@50_robot_state@25,0.2500,0.5000,0.2500,zscore,100,0.6300
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@6_robot_state@62,0.3100,0.0600,0.6200,zscore,100,0.6300
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@6_robot_state@56,0.3800,0.0600,0.5600,zscore,100,0.6300
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@62_robot_state@25,0.1200,0.6200,0.2500,zscore,100,0.6300
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@44_robot_state@38,0.1900,0.4400,0.3800,zscore,100,0.6300
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@50_robot_state@25,0.2500,0.5000,0.2500,zscore,100,0.6300
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@62_robot_state@19,0.1900,0.6200,0.1900,zscore,100,0.6300
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@44_vision_1@50_robot_state@6,0.4400,0.5000,0.0600,zscore,100,0.6300
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@62_robot_state@25,0.1200,0.6200,0.2500,zscore,100,0.6300
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@50_robot_state@25,0.2500,0.5000,0.2500,zscore,100,0.6300
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@25_robot_state@75,0.2500,0.0000,0.7500,zscore,100,0.6200
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@50_vision_1@50,0.5000,0.5000,0.0000,zscore,100,0.6200
baseline,cp1_max_pool,cp1_max_pool__grid_vision_1@25_robot_state@75,0.0000,0.2500,0.7500,zscore,100,0.6200
baseline,cp1_max_pool,cp1_max_pool__grid_vision_1@87_robot_state@12,0.0000,0.8700,0.1200,zscore,100,0.6200
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@37_robot_state@50,0.1200,0.3700,0.5000,zscore,100,0.6200
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@50_vision_1@12_robot_state@37,0.5000,0.1200,0.3700,zscore,100,0.6200
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@25_robot_state@75,0.2500,0.0000,0.7500,zscore,100,0.6200
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@12_robot_state@87,0.0000,0.1200,0.8700,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@12_vision_1@12_robot_state@75,0.1200,0.1200,0.7500,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@50_vision_1@50,0.5000,0.5000,0.0000,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@62_robot_state@37,0.6200,0.0000,0.3700,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@75_vision_1@25,0.7500,0.2500,0.0000,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@87_vision_1@12,0.8700,0.1200,0.0000,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@62_robot_state@37,0.0000,0.6200,0.3700,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_1@75_robot_state@25,0.0000,0.7500,0.2500,zscore,100,0.6200
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__iso_vision_1,0.0000,1.0000,0.0000,zscore,100,0.6200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@12_vision_1@37_robot_state@50,0.1200,0.3700,0.5000,zscore,100,0.6200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@25_vision_1@25_robot_state@50,0.2500,0.2500,0.5000,zscore,100,0.6200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@12_robot_state@87,0.1200,0.0000,0.8700,zscore,100,0.6200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@37_robot_state@62,0.3700,0.0000,0.6200,zscore,100,0.6200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@50_robot_state@50,0.5000,0.0000,0.5000,zscore,100,0.6200
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@56_robot_state@19,0.2500,0.5600,0.1900,zscore,100,0.6200
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@50_robot_state@6,0.4400,0.5000,0.0600,zscore,100,0.6200
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@19_vision_1@62_robot_state@19,0.1900,0.6200,0.1900,zscore,100,0.6200
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@12_robot_state@87,0.1200,0.0000,0.8700,zscore,100,0.6100
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@62_robot_state@37,0.6200,0.0000,0.3700,zscore,100,0.6100
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@50_robot_state@50,0.5000,0.0000,0.5000,zscore,100,0.6100
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@62_vision_1@37,0.6200,0.3700,0.0000,zscore,100,0.6100
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid3_vision_0@37_vision_1@25_robot_state@37,0.3700,0.2500,0.3700,zscore,100,0.6100
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@50_vision_1@50,0.5000,0.5000,0.0000,zscore,100,0.6100
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@37_robot_state@62,0.0000,0.3700,0.6200,zscore,100,0.6100
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_1@87_robot_state@12,0.0000,0.8700,0.1200,zscore,100,0.6100
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@6_robot_state@50,0.4400,0.0600,0.5000,zscore,100,0.6100
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@12_vision_1@37_robot_state@50__norm2,0.1200,0.3700,0.5000,norm2,100,0.6100
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@62_robot_state@19,0.1900,0.6200,0.1900,zscore,100,0.6100
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@50_robot_state@12,0.3800,0.5000,0.1200,zscore,100,0.6100
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@50_robot_state@6,0.4400,0.5000,0.0600,zscore,100,0.6100
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@19_vision_1@62_robot_state@19,0.1900,0.6200,0.1900,zscore,100,0.6100
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@50_robot_state@12,0.3800,0.5000,0.1200,zscore,100,0.6100
baseline,cp1_max_pool,cp1_max_pool__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.6000
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@75_robot_state@25,0.7500,0.0000,0.2500,zscore,100,0.6000
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@25_robot_state@75,0.2500,0.0000,0.7500,zscore,100,0.6000
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.6000
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@38_vision_1@50_robot_state@12,0.3800,0.5000,0.1200,zscore,100,0.6000
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@44_robot_state@12,0.4400,0.4400,0.1200,zscore,100,0.6000
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@44_robot_state@50__norm2,0.0600,0.4400,0.5000,norm2,100,0.6000
r2,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@50_robot_state@44__norm2,0.0600,0.5000,0.4400,norm2,100,0.6000
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@44_vision_1@44_robot_state@12,0.4400,0.4400,0.1200,zscore,100,0.6000
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@44_robot_state@50__norm2,0.0600,0.4400,0.5000,norm2,100,0.6000
r3,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@6_vision_1@50_robot_state@44__norm2,0.0600,0.5000,0.4400,norm2,100,0.6000
baseline,cp1_max_pool,cp1_max_pool__iso_vision_1,0.0000,1.0000,0.0000,zscore,100,0.5900
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@25_vision_1@37_robot_state@37,0.2500,0.3700,0.3700,zscore,100,0.5900
baseline,cp1_mean_pool,cp1_mean_pool__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.5900
baseline,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@37_robot_state@62,0.3700,0.0000,0.6200,zscore,100,0.5900
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.5900
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@12_vision_1@25_robot_state@62__norm2,0.1200,0.2500,0.6200,norm2,100,0.5900
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@37_robot_state@37__norm2,0.2500,0.3700,0.3700,norm2,100,0.5900
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@12_vision_1@87,0.1200,0.8700,0.0000,zscore,100,0.5800
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@25_vision_1@25_robot_state@50,0.2500,0.2500,0.5000,zscore,100,0.5800
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@62_vision_1@37,0.6200,0.3700,0.0000,zscore,100,0.5800
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_0@75_vision_1@25,0.7500,0.2500,0.0000,zscore,100,0.5800
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@87_robot_state@12,0.0000,0.8700,0.1200,zscore,100,0.5800
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@12_vision_1@87,0.1200,0.8700,0.0000,zscore,100,0.5800
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@37_vision_1@62,0.3700,0.6200,0.0000,zscore,100,0.5800
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__iso_vision_1,0.0000,1.0000,0.0000,zscore,100,0.5800
r1,cp1_max_pool,cp1_max_pool__grid3_vision_0@37_vision_1@25_robot_state@37__norm2,0.3700,0.2500,0.3700,norm2,100,0.5800
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@56_robot_state@12,0.3100,0.5600,0.1200,zscore,100,0.5800
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@50_robot_state@37,0.1200,0.5000,0.3700,zscore,100,0.5700
baseline,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@37_vision_1@25_robot_state@37,0.3700,0.2500,0.3700,zscore,100,0.5700
baseline,cp1_mean_pool,cp1_mean_pool__grid_vision_1@75_robot_state@25,0.0000,0.7500,0.2500,zscore,100,0.5700
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__grid_vision_0@25_robot_state@75,0.2500,0.0000,0.7500,zscore,100,0.5700
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@12_vision_1@25_robot_state@62__norm2,0.1200,0.2500,0.6200,norm2,100,0.5700
r2,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@44_robot_state@31__norm2,0.2500,0.4400,0.3100,norm2,100,0.5700
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@25_vision_1@44_robot_state@31__norm2,0.2500,0.4400,0.3100,norm2,100,0.5700
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@38_robot_state@31__norm2,0.3100,0.3800,0.3100,norm2,100,0.5700
r3,cp1_max_pool,cp1_max_pool__grid3_vision_0@31_vision_1@44_robot_state@25__norm2,0.3100,0.4400,0.2500,norm2,100,0.5700
baseline,cp1_max_pool,cp1_max_pool__grid_vision_0@25_vision_1@75,0.2500,0.7500,0.0000,zscore,100,0.5600
