stage,keybuilder,yaml_id,v0,v1,rs,normalizer,n,success_rate
baseline,cp1_max_pool,cp1_max_pool__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.1200
baseline,cp1_spatial_pool_64,cp1_spatial_pool_64__iso_robot_state,0.0000,0.0000,1.0000,zscore,100,0.1200
baseline,cp1_mean_pool,cp1_mean_pool__iso_vision_0,1.0000,0.0000,0.0000,zscore,100,0.1000
r1,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@25_robot_state@62__norm2,0.1200,0.2500,0.6200,norm2,100,0.1000
r1,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@25_vision_1@37_robot_state@37__norm2,0.2500,0.3700,0.3700,norm2,100,0.1000
r1,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@25_vision_1@25_robot_state@50__norm2,0.2500,0.2500,0.5000,norm2,100,0.0900
r1,cp1_mean_pool,cp1_mean_pool__grid_vision_0@37_vision_1@62__norm2,0.3700,0.6200,0.0000,norm2,100,0.0900
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid3_vision_0@50_vision_1@12_robot_state@37__norm2,0.5000,0.1200,0.3700,norm2,100,0.0800
r1,cp1_mean_pool,cp1_mean_pool__grid_vision_0@12_vision_1@87__norm2,0.1200,0.8700,0.0000,norm2,100,0.0700
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@75_vision_1@25__norm2,0.7500,0.2500,0.0000,norm2,100,0.0700
r1,cp1_mean_pool,cp1_mean_pool__grid3_vision_0@12_vision_1@50_robot_state@37__norm2,0.1200,0.5000,0.3700,norm2,100,0.0600
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@12_vision_1@87__norm2,0.1200,0.8700,0.0000,norm2,100,0.0500
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@50_vision_1@50__norm2,0.5000,0.5000,0.0000,norm2,100,0.0500
r1,cp1_spatial_pool_16,cp1_spatial_pool_16__grid_vision_0@87_robot_state@12__norm2,0.8700,0.0000,0.1200,norm2,100,0.0300
