label,repeat,query_id,ms
cross_0.997,0,episode_0049_20260421_152610_845700:45,1.21072
cross_0.997,0,episode_0013_20260421_150147_027824:12,1.581488
cross_0.997,0,episode_0039_20260421_151648_760002:42,0.987584
cross_0.997,0,episode_0012_20260421_154958_870693:36,2.317079
cross_0.997,0,episode_0039_20260421_151648_760002:0,1.525853
cross_0.997,0,episode_0021_20260421_150651_911856:32,1.374563
cross_0.997,0,episode_0019_20260421_150552_473180:29,1.948561
cross_0.997,0,episode_0012_20260421_154958_870693:23,1.688784
cross_0.997,0,episode_0018_20260421_150514_387668:40,2.075903
cross_0.997,0,episode_0004_20260421_145514_975870:18,1.342565
cross_0.997,0,episode_0041_20260421_151903_896858:50,2.169028
cross_0.997,0,episode_0031_20260421_151130_944018:5,1.636078
cross_0.997,0,episode_0013_20260421_150147_027824:26,2.743582
cross_0.997,0,episode_0020_20260421_150623_961895:41,1.549355
cross_0.997,0,episode_0041_20260421_151903_896858:69,2.360643
cross_0.997,0,episode_0038_20260421_151615_368946:25,1.139177
cross_0.997,0,episode_0025_20260421_150833_216666:4,2.680989
cross_0.997,0,episode_0038_20260421_151615_368946:27,1.071726
cross_0.997,0,episode_0018_20260421_150514_387668:6,1.873492
cross_0.997,0,episode_0031_20260421_151130_944018:26,1.745765
cross_0.997,0,episode_0011_20260421_150015_983808:13,2.242704
cross_0.997,0,episode_0008_20260421_145723_705415:11,1.713799
cross_0.997,0,episode_0014_20260421_155029_148974:9,1.269185
cross_0.997,0,episode_0016_20260421_150341_358525:43,1.851564
cross_0.997,0,episode_0046_20260421_152356_583015:13,1.38437
cross_0.997,0,episode_0014_20260421_150234_937358:53,2.167879
cross_0.997,0,episode_0006_20260421_145620_818834:27,1.389501
cross_0.997,0,episode_0017_20260421_150415_357328:15,2.169236
cross_0.997,0,episode_0014_20260421_155029_148974:40,1.064309
cross_0.997,0,episode_0007_20260421_145652_045135:34,1.3201
cross_0.997,0,episode_0030_20260421_151104_740343:22,1.307126
cross_0.997,0,episode_0026_20260421_150856_396048:34,0.88781
cross_0.997,0,episode_0007_20260421_145652_045135:1,1.086818
cross_0.997,0,episode_0000_20260421_145256_951882:13,1.216259
cross_0.997,0,episode_0046_20260421_152356_583015:48,1.468557
cross_0.997,0,episode_0022_20260421_150717_548811:40,1.350908
cross_0.997,0,episode_0041_20260421_151903_896858:5,1.983375
cross_0.997,0,episode_0042_20260421_152010_071054:62,3.201124
cross_0.997,0,episode_0035_20260421_151345_521435:26,1.458479
cross_0.997,0,episode_0005_20260421_145548_769987:23,1.283973
cross_0.997,0,episode_0040_20260421_151756_437258:38,1.744706
cross_0.997,0,episode_0004_20260421_145514_975870:7,1.170228
cross_0.997,0,episode_0008_20260421_145723_705415:41,0.99571
cross_0.997,0,episode_0021_20260421_150651_911856:7,1.058272
cross_0.997,0,episode_0007_20260421_145652_045135:31,0.95997
cross_0.997,0,episode_0034_20260421_151316_981830:17,1.484492
cross_0.997,0,episode_0026_20260421_150856_396048:14,1.158795
cross_0.997,0,episode_0020_20260421_150623_961895:30,2.001179
cross_0.997,0,episode_0042_20260421_152010_071054:23,3.234182
cross_0.998,0,episode_0019_20260421_150552_473180:24,2.031372
cross_0.998,0,episode_0018_20260421_155250_742134:22,1.754845
cross_0.998,0,episode_0049_20260421_152610_845700:50,2.08601
cross_0.998,0,episode_0014_20260421_150234_937358:10,2.802854
cross_0.998,0,episode_0038_20260421_151615_368946:50,2.061692
cross_0.998,0,episode_0027_20260421_150917_326437:0,1.453139
cross_0.998,0,episode_0013_20260421_150147_027824:5,4.977818
cross_0.998,0,episode_0042_20260421_152010_071054:57,3.110673
cross_0.998,0,episode_0006_20260421_145620_818834:31,1.573642
cross_0.998,0,episode_0031_20260421_151130_944018:46,1.402649
cross_0.998,0,episode_0041_20260421_151903_896858:66,2.580011
cross_0.998,0,episode_0041_20260421_151903_896858:72,2.059923
cross_0.998,0,episode_0045_20260421_152322_258450:32,1.684008
cross_0.998,0,episode_0030_20260421_151104_740343:24,2.020893
cross_0.998,0,episode_0004_20260421_145514_975870:27,2.007625
cross_0.998,0,episode_0016_20260421_155154_891362:71,2.711673
cross_0.998,0,episode_0001_20260421_145332_810413:11,1.799055
cross_0.998,0,episode_0045_20260421_152322_258450:23,1.642592
cross_0.998,0,episode_0030_20260421_151104_740343:25,1.383838
cross_0.998,0,episode_0006_20260421_145620_818834:29,1.391919
