suite,task_id,trajectory_id,length,outcome
libero_10,7,task_7/episode_8,61,success
libero_10,7,task_7/episode_9,66,success
libero_10,8,task_8/episode_0,104,failure
libero_10,8,task_8/episode_1,87,success
libero_10,8,task_8/episode_11,104,failure
libero_10,8,task_8/episode_12,104,failure
libero_10,8,task_8/episode_14,97,success
libero_10,8,task_8/episode_15,104,failure
libero_10,8,task_8/episode_16,100,success
libero_10,8,task_8/episode_17,98,success
libero_10,8,task_8/episode_18,93,success
libero_10,8,task_8/episode_19,78,success
libero_10,8,task_8/episode_2,94,success
libero_10,8,task_8/episode_21,74,success
libero_10,8,task_8/episode_23,104,failure
libero_10,8,task_8/episode_24,83,success
libero_10,8,task_8/episode_25,77,success
libero_10,8,task_8/episode_26,83,success
libero_10,8,task_8/episode_27,103,success
libero_10,8,task_8/episode_28,104,failure
libero_10,8,task_8/episode_29,104,failure
libero_10,8,task_8/episode_3,104,failure
libero_10,8,task_8/episode_30,104,failure
libero_10,8,task_8/episode_31,86,success
libero_10,8,task_8/episode_32,104,failure
libero_10,8,task_8/episode_33,104,failure
libero_10,8,task_8/episode_34,104,failure
libero_10,8,task_8/episode_35,95,success
libero_10,8,task_8/episode_36,104,failure
libero_10,8,task_8/episode_37,104,failure
libero_10,8,task_8/episode_38,104,failure
libero_10,8,task_8/episode_39,84,success
libero_10,8,task_8/episode_4,104,failure
libero_10,8,task_8/episode_40,104,failure
libero_10,8,task_8/episode_41,85,success
libero_10,8,task_8/episode_42,81,success
libero_10,8,task_8/episode_43,100,success
libero_10,8,task_8/episode_44,79,success
libero_10,8,task_8/episode_45,104,failure
libero_10,8,task_8/episode_46,104,failure
libero_10,8,task_8/episode_47,80,success
libero_10,8,task_8/episode_48,72,success
libero_10,8,task_8/episode_49,104,failure
libero_10,8,task_8/episode_5,80,success
libero_10,8,task_8/episode_6,86,success
libero_10,8,task_8/episode_7,104,failure
libero_10,8,task_8/episode_8,104,failure
libero_10,9,task_9/episode_0,48,success
libero_10,9,task_9/episode_1,51,success
libero_10,9,task_9/episode_10,81,success
libero_10,9,task_9/episode_12,61,success
libero_10,9,task_9/episode_13,50,success
libero_10,9,task_9/episode_14,49,success
libero_10,9,task_9/episode_15,72,success
libero_10,9,task_9/episode_16,48,success
libero_10,9,task_9/episode_17,59,success
libero_10,9,task_9/episode_18,62,success
libero_10,9,task_9/episode_19,68,success
libero_10,9,task_9/episode_20,88,success
libero_10,9,task_9/episode_21,44,success
libero_10,9,task_9/episode_23,63,success
libero_10,9,task_9/episode_24,56,success
libero_10,9,task_9/episode_25,58,success
libero_10,9,task_9/episode_26,48,success
libero_10,9,task_9/episode_27,83,success
libero_10,9,task_9/episode_28,104,failure
libero_10,9,task_9/episode_29,50,success
libero_10,9,task_9/episode_3,104,failure
libero_10,9,task_9/episode_30,58,success
libero_10,9,task_9/episode_31,60,success
libero_10,9,task_9/episode_32,104,failure
libero_10,9,task_9/episode_33,77,success
libero_10,9,task_9/episode_34,104,failure
libero_10,9,task_9/episode_35,56,success
libero_10,9,task_9/episode_37,49,success
libero_10,9,task_9/episode_38,104,failure
libero_10,9,task_9/episode_39,50,success
libero_10,9,task_9/episode_4,63,success
libero_10,9,task_9/episode_40,104,failure
libero_10,9,task_9/episode_41,52,success
libero_10,9,task_9/episode_42,76,success
libero_10,9,task_9/episode_43,104,failure
libero_10,9,task_9/episode_44,48,success
libero_10,9,task_9/episode_46,49,success
libero_10,9,task_9/episode_47,47,success
libero_10,9,task_9/episode_48,52,success
libero_10,9,task_9/episode_49,50,success
libero_10,9,task_9/episode_5,104,failure
libero_10,9,task_9/episode_6,52,success
libero_10,9,task_9/episode_7,104,failure
libero_10,9,task_9/episode_8,50,success
libero_10,9,task_9/episode_9,67,success
