label,repeat,query_id,ms
cross_0.985,0,episode_0002_20260410_010929_991358:15,0.838154
cross_0.985,0,episode_0016_20260410_011401_521914:11,1.125761
cross_0.985,0,episode_0032_20260410_011958_314386:13,1.105196
cross_0.985,0,episode_0038_20260410_012213_950266:2,1.921292
cross_0.985,0,episode_0033_20260410_012019_825828:12,1.197335
cross_0.985,0,episode_0009_20260410_011147_027725:0,1.067589
cross_0.985,0,episode_0037_20260410_012148_210072:21,1.377907
cross_0.985,0,episode_0011_20260410_011228_856135:19,1.164939
cross_0.985,0,episode_0036_20260410_012124_203616:21,1.701673
cross_0.985,0,episode_0034_20260410_012039_100030:17,1.317663
cross_0.985,0,episode_0028_20260410_011829_055003:18,1.706439
cross_0.985,0,episode_0011_20260410_011228_856135:11,1.460858
cross_0.985,0,episode_0020_20260410_011517_357608:2,1.947758
cross_0.985,0,episode_0003_20260410_010946_600378:14,2.102188
cross_0.985,0,episode_0041_20260410_012346_185785:15,1.417955
cross_0.985,0,episode_0032_20260410_011958_314386:0,1.759426
cross_0.985,0,episode_0009_20260410_011147_027725:12,2.624464
cross_0.985,0,episode_0030_20260410_011910_031319:7,2.690271
cross_0.985,0,episode_0042_20260410_012403_121411:7,1.691281
cross_0.985,0,episode_0038_20260410_012213_950266:5,2.349305
cross_0.985,0,episode_0031_20260410_011933_301436:3,1.648365
cross_0.985,0,episode_0038_20260410_012213_950266:1,1.740876
cross_0.985,0,episode_0022_20260410_011605_263672:5,2.102201
cross_0.985,0,episode_0032_20260410_011958_314386:1,1.829395
cross_0.985,0,episode_0010_20260410_011209_792025:3,1.421768
cross_0.985,0,episode_0013_20260410_011306_565253:3,1.277665
cross_0.985,0,episode_0008_20260410_011125_742216:7,2.096573
cross_0.985,0,episode_0029_20260410_011847_472194:2,1.646493
cross_0.985,0,episode_0044_20260410_012440_275668:18,1.429297
cross_0.985,0,episode_0007_20260410_011103_871596:18,2.272624
cross_0.985,0,episode_0016_20260410_011401_521914:7,1.677641
cross_0.985,0,episode_0025_20260410_011714_535001:17,1.190513
cross_0.985,0,episode_0005_20260410_011022_801344:6,1.09418
cross_0.985,0,episode_0012_20260410_011247_049104:8,1.309433
cross_0.985,0,episode_0023_20260410_011629_901435:14,1.200549
cross_0.985,0,episode_0024_20260410_011654_131430:19,1.178915
cross_0.985,0,episode_0001_20260410_010833_643988:11,1.074727
cross_0.985,0,episode_0017_20260410_011417_292749:1,1.281378
cross_0.985,0,episode_0048_20260410_012613_367191:5,1.47643
cross_0.985,0,episode_0033_20260410_012019_825828:15,1.289097
cross_0.985,0,episode_0042_20260410_012403_121411:1,0.964965
cross_0.985,0,episode_0043_20260410_012421_441671:1,0.954756
cross_0.985,0,episode_0036_20260410_012124_203616:6,1.255892
cross_0.985,0,episode_0001_20260410_010833_643988:7,0.880452
cross_0.985,0,episode_0039_20260410_012242_511766:17,0.991655
cross_0.985,0,episode_0003_20260410_010946_600378:11,0.829325
cross_0.985,0,episode_0013_20260410_011306_565253:14,0.899232
cross_0.985,0,episode_0033_20260410_012019_825828:8,1.203011
cross_0.985,0,episode_0012_20260410_011247_049104:9,0.972059
cross_0.985,0,episode_0032_20260410_011958_314386:3,0.913301
cross_0.985,0,episode_0024_20260410_011654_131430:5,1.036651
cross_0.985,0,episode_0030_20260410_011910_031319:5,0.87353
cross_0.985,0,episode_0044_20260410_012440_275668:1,0.893299
cross_0.987,0,episode_0028_20260410_011829_055003:11,0.953321
cross_0.987,0,episode_0030_20260410_011910_031319:17,1.026687
cross_0.987,0,episode_0035_20260410_012102_164484:16,1.174977
cross_0.987,0,episode_0005_20260410_011022_801344:10,1.022949
cross_0.987,0,episode_0037_20260410_012148_210072:14,1.040317
cross_0.987,0,episode_0023_20260410_011629_901435:0,3.052715
cross_0.987,0,episode_0006_20260410_011042_393597:19,1.117754
cross_0.987,0,episode_0045_20260410_012503_265735:3,2.339981
